"PHY1103","Điện và Quang (tuần 4,7,9,11,15)","3","PHY1103 1","31","PGS.TS. Đỗ Thị Hương Giang","Sáng","3","3-4","103-G2","N1"
"PHY1103","Điện và Quang (tuần 4,7,9,11,15)","3","PHY1103 1","31","PGS.TS. Đỗ Thị Hương Giang","Chiều","6","9-10","305-GĐ2","N2"
"MAT1042","Giải tích 2","4","MAT1042 1","31","PGS.TS.Trần Thu Hà","Sáng","3","1-2","103-G2","CL"
"MAT1042","Giải tích 2","4","MAT1042 1","31","ThS.Dương Thị Thanh Hương","Sáng","4","4-5","301-GĐ2","N1"
"MAT1042","Giải tích 2","4","MAT1042 1","31","ThS.Dương Thị Thanh Hương","Sáng","4","1-2","302-GĐ2","N2"
"MAT1042","Giải tích 2","4","MAT1042 1","31","ThS.Dương Thị Thanh Hương","Chiều","5","9-10","301-GĐ2","N3"
"PHI1005","Những nguyên lý cơ bản của chủ nghĩa  Mác – Lênin 2","3","PHI1005 1","31","KHXHNV","Sáng","2","1-3","103-G2","CL"
" ","Kiến thức bổ trợ 2 tín chỉ","2"," ","54","VLKT"," "," "," "," "," "
"ELT2028","Chuyên nghiệp trong Công nghệ","2","ELT2028","54","TS.Phạm Minh Triển","Sáng","6","4-5","303-GĐ2","CL"
"MAT1100","Tối ưu hóa","2","MAT1100","54","TS.Đỗ Đức Đông","Sáng","6","4-5","305-GĐ2","CL"
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","","","","","","","",""
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","","","","","","","",""
"INT1006","Tin học cơ sở 4","3","INT1006 5","80","TS.Ma Thị Châu","Chiều","4","9-10","309-GĐ2","CL"
"INT1006","Tin học cơ sở 4","3","INT1006 5","26","CN.Hoàng Minh Đường","Chiều","6","8-10","PM 405-E3","N1"
"INT1006","Tin học cơ sở 4","3","INT1006 5","26","CN.Ngô Văn Tân","Chiều","6","8-10","PM 208-G2","N2"
"INT1006","Tin học cơ sở 4","3","INT1006 5","28","ThS.Hoàng Thị Ngọc Trang","Sáng","2","2-4","PM 313-G2","N3"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 10","35","ĐHNN","Chiều","3","8-10","301-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 10","35","ĐHNN","Chiều","5","6-8","301-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 11","35","ĐHNN","Chiều","3","6-8","302-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 11","35","ĐHNN","Chiều","5","6-8","302-GĐ2","N2"
"MAT1042","Giải tích 2","4","MAT1042 5","80","ThS.Nguyễn Văn Quang","Chiều","6","6-7","107-G2","CL"
"MAT1042","Giải tích 2","4","MAT1042 5","26","ThS.Nguyễn Văn Quang","Chiều","3","6-7","301-GĐ2","N1"
"MAT1042","Giải tích 2","4","MAT1042 5","26","ThS.Nguyễn Văn Quang","Chiều","3","9-10","302-GĐ2","N2"
"MAT1042","Giải tích 2","4","MAT1042 5","28","ThS.Nguyễn Văn Quang","Chiều","6","9-10","301-GĐ2","N3"
"PHY1103","Điện và Quang
(tuần 1,2,3,5,6,8,10,12,13,14)","3","PHY1103 5","80","TS.Bùi Đình Tú","Chiều","2","6-8","309-GĐ2","CL"
"PHY1103","Điện và Quang
(tuần 4,7,9,11,15)","3","PHY1103 5","40","TS.Bùi Đình Tú","Chiều","2","6-7","309-GĐ2","N1"
"PHY1103","Điện và Quang
(tuần 4,7,9,11,15)","3","PHY1103 5","40","TS.Bùi Đình Tú","Sáng","6","1-2","302-GĐ2","N2"
"PHI1005","Những nguyên lý cơ bản của chủ nghĩa  Mác – Lênin 2","3","PHI1005 5","80","PGS.TS.Phạm Công Nhất","Chiều","4","6-8","309-GĐ2"," "
"MNS1052","Khoa học quản lý đại cương","2","MNS1052 4","80","ThS.Vũ Thị Cẩm Thanh","Chiều","2","9-10","309-GĐ2"," "
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","PES1550 44","55","TT GDTC","Sáng","3"," 3-4","Sân bãi","CL"
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","PES1550 49","55","TT GDTC","Sáng","5"," 1-2","Sân bãi","CL"
"PHI1005","Những nguyên lý cơ bản của chủ nghĩa  Mác – Lênin 2","3","PHI1005 6","43","PGS.TS.Phạm Công Nhất","Chiều","2","6-8","103-G2","CL"
"MAT1093","Đại số","4","MAT1093 1","90","  TS.Nguyễn Anh Tú","Chiều","2","9-10","103-G2","CL"
"MAT1093","Đại số","4","MAT1093 1","30","  ThS.Dư Thành Hưng","Chiều","6","9-10","303-GĐ2","N1"
"MAT1093","Đại số","4","MAT1093 1","30","  TS.Cấn Văn Hảo","Chiều","6","6-7","304-GĐ2","N2"
"MAT1093","Đại số","4","MAT1093 1","30","  TS.Cấn Văn Hảo","Sáng","3","4-5","303-GĐ2","N3"
"MAT1042","Giải tích 2","4","MAT1042 6","43","ThS.Nguyễn Quang Vinh","Chiều","3","6-7","103-G2","CL"
"MAT1042","Giải tích 2","4","MAT1042 6","43","ThS.Nguyễn Quang Vinh","Chiều","5","9-10","303-GĐ2","N1"
"MAT1042","Giải tích 2","4","MAT1042 6","43","ThS.Nguyễn Quang Vinh","Chiều","5","6-7","304-GĐ2","N2"
"MAT1042","Giải tích 2","4","MAT1042 6","43","ThS.Nguyễn Quang Vinh","Sáng","3","1-2","306-GĐ2","N3"
"PHY1103","Điện và Quang 
(tuần 1,2,3,5,6,8,10,12,13,14)","3","PHY1103 6","70","TS.Bùi Đình Tú","Chiều","3","8-10","103-G2","CL"
"PHY1103","Điện và Quang (tuần 4,7,9,11,15)","3","PHY1103 6","70","TS.Bùi Đình Tú","Chiều","3","8-9","103-G2","N1"
"PHY1103","Điện và Quang (tuần 4,7,9,11,15)","3","PHY1103 6","70","TS.Bùi Đình Tú","Sáng","2","1-2","306-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 12","35","ĐHNN","Chiều","5","6-8","303-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 12","35","ĐHNN","Chiều","6","6-8","303-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 13","35","ĐHNN","Chiều","5","8-10","304-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 13","35","ĐHNN","Chiều","6","8-10","304-GĐ2","N2"
"INT2202","Lập trình nâng cao","3","INT2202 1","80","TS.Nguyễn Văn Vinh","Chiều","4","6-7","308-G2","CL"
"INT2202","Lập trình nâng cao","3","INT2202 1","26","TS.Nguyễn Văn Vinh","Chiều","4","8-9","PM 201-G2","N1"
"INT2202","Lập trình nâng cao","3","INT2202 1","26","CN.Hoàng Minh Đường","Sáng","5","2-3","PM 202-G2","N2"
"INT2202","Lập trình nâng cao","3","INT2202 1","28","CN.Hoàng Minh Đường","Sáng","5","4-5","PM 202-G2","N3"
"INT2202","Lập trình nâng cao","3","INT2202 4","60","TS.Lê Quang Hiếu","Sáng","4","4-5","207-E4","CL"
"INT2202","Lập trình nâng cao","3","INT2202 4","30","TS.Lê Quang Hiếu","Sáng","6","2-3","PM 207-G2","N1"
"INT2202","Lập trình nâng cao","3","INT2202 4","30","CN.Ngô Văn Tân","Sáng","4","2-3","PM 313-G2","N2"
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","","","","","","","",""
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","","","","","","","",""
"PHI1005","Những nguyên lý cơ bản của chủ nghĩa  Mác – Lênin 2","3","PHI1005 7","43","PGS.TS.Phạm Công Nhất","Sáng","4","3-5","103-G2"," "
"MAT1093","Đại số","4","MAT1093 2","90","  ThS.Hoàng Thế Tuấn","Sáng","4","1-2","103-G2","CL"
"MAT1093","Đại số","4","MAT1093 2","30","  ThS.Nguyễn Việt Phương","Sáng","3","4-5","301-GĐ2","N1"
"MAT1093","Đại số","4","MAT1093 2","30","  ThS.Nguyễn Việt Phương","Sáng","3","1-2","302-GĐ2","N2"
"MAT1093","Đại số","4","MAT1093 2","30","  TS.Lê Hải Yến","Sáng","2","4-5","310-GĐ2","N3"
"MAT1042","Giải tích 2","4","MAT1042 7","90","ThS.Nguyễn Quang Vinh","Sáng","5","1-2","103-G2","CL"
"MAT1042","Giải tích 2","4","MAT1042 7","30","ThS.Nguyễn Quang Vinh","Sáng","6","4-5","304-GĐ2","N1"
"MAT1042","Giải tích 2","4","MAT1042 7","30","ThS.Nguyễn Quang Vinh","Sáng","6","1-2","312-GĐ2","N2"
"MAT1042","Giải tích 2","4","MAT1042 7","30","ThS.Nguyễn Quang Vinh","Chiều","3","9-10","305-GĐ2","N3"
"PHY1103","Điện và Quang
(tuần 1,2,3,5,6,8,10,12,13,14)","3","PHY1103 7","90","TS.Đinh Văn Châu","Sáng","5","3-5","103-G2","CL"
"PHY1103","Điện và Quang (tuần 4,7,9,11,15)","3","PHY1103 7","45","TS.Đinh Văn Châu","Sáng","5","3-4","103-G2","N1"
"PHY1103","Điện và Quang (tuần 4,7,9,11,15)","3","PHY1103 7","45","TS.Đinh Văn Châu","Chiều","6","9-10","306-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 14","35","ĐHNN","Sáng","3","1-3","301-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 14","35","ĐHNN","Sáng","6","1-3","304-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 15","35","ĐHNN","Sáng","3","3-5","302-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 15","35","ĐHNN","Sáng","6","3-5","312-GĐ2","N2"
"INT2202","Lập trình nâng cao","3","INT2202 2","80","TS.Nguyễn Văn Vinh","Chiều","6","6-7","301-G2","CL"
"INT2202","Lập trình nâng cao","3","INT2202 2","26","TS.Nguyễn Văn Vinh","Chiều","2","6-7","PM 208-G2","N1"
"INT2202","Lập trình nâng cao","3","INT2202 2","26","CN.Hoàng Minh Đường","Chiều","2","8-9","PM 208-G2","N2"
"INT2202","Lập trình nâng cao","3","INT2202 2","28","CN.Nguyễn Tuấn Phong","Chiều","3","6-7","PM 201-G2","N3"
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","","","","","","","",""
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","","","","","","","",""
"PHI1005","Những nguyên lý cơ bản của chủ nghĩa  Mác – Lênin 2","3","PHI1005 8","90","TS.Phạm Hoàng Giang","Chiều","6","8-10","103-G2"," "
"MAT1093","Đại số","4","MAT1093 3","90","  ThS.Hoàng Thế Tuấn","Chiều","4","6-7","103-G2","CL"
"MAT1093","Đại số","4","MAT1093 3","30","  ThS.Trần Quang Tuệ","Chiều","2","9-10","303-GĐ2","N1"
"MAT1093","Đại số","4","MAT1093 3","30","  ThS.Trần Quang Tuệ","Chiều","2","6-7","304-GĐ2","N2"
"MAT1093","Đại số","4","MAT1093 3","30","  TS.Hà Minh Lam","Sáng","2","1-2","302-GĐ2","N3"
"MAT1042","Giải tích 2","4","MAT1042 8","90","TS.Lê Phê Đô","Chiều","5","9-10","103-G2","CL"
"MAT1042","Giải tích 2","4","MAT1042 8","30","TS.Lê Phê Đô","Sáng","3","1-2","305-GĐ2","N1"
"MAT1042","Giải tích 2","4","MAT1042 8","30","TS.Lê Phê Đô","Sáng","3","4-5","304-GĐ2","N2"
"MAT1042","Giải tích 2","4","MAT1042 8","30","TS.Lê Phê Đô","Sáng","2","4-5","303-GĐ2","N3"
"PHY1103","Điện và Quang
(tuần 1,2,3,5,6,8,10,12,13,14)","3","PHY1103 8","90","PGS.TS.Đỗ Thị Hương Giang","Chiều","5","6-8","103-G2","CL"
"PHY1103","Điện và Quang (tuần 4,7,9,11,15)","3","PHY1103 8","45","PGS.TS.Đỗ Thị Hương Giang","Chiều","5","6-7","103-G2","N1"
"PHY1103","Điện và Quang (tuần 4,7,9,11,15)","3","PHY1103 8","45","PGS.TS.Đỗ Thị Hương Giang","Sáng","6","4-5","308-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 16","35","ĐHNN","Chiều","2","6-8","303-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 16","35","ĐHNN","Chiều","4","8-10","303-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 17","35","ĐHNN","Chiều","2","8-10","304-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 17","35","ĐHNN","Chiều","4","8-10","304-GĐ2","N2"
"INT2202","Lập trình nâng cao","3","INT2202 3","90","TS.Trần Thị Minh Châu","Chiều","6","6-7","103-G2","CL"
"INT2202","Lập trình nâng cao","3","INT2202 3","30","CN.Nguyễn Tuấn Phong","Sáng","3","4-5","PM 208-G2","N1"
"INT2202","Lập trình nâng cao","3","INT2202 3","30","CN.Ngô Văn Tân","Chiều","3","9-10","PM 202-G2","N2"
"INT2202","Lập trình nâng cao","3","INT2202 3","30","TS.Trần Thị Minh Châu","sáng","4","2-3","PM 208-G2","N3"
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","","","","","","","",""
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","","","","","","","",""
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 18","35","ĐHNN","Chiều","2","8-10","301-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 18","35","ĐHNN","Chiều","3","6-8","303-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 19","35","ĐHNN","Chiều","2","8-10","302-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 19","35","ĐHNN","Chiều","3","6-8","305-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 20","35","ĐHNN","Sáng","5","1-3","303-GĐ2","N3"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 20","35","ĐHNN","Chiều","3","6-8","306-GĐ2","N3"
"PHY1100","Cơ – Nhiệt
(tuần 1,2,3,5,6,8,10,12,13,14)","3","PHY1100 4","90","PGS.TS.Nguyễn Kiên Cường","Chiều","4","8-10","103-G2","CL"
"PHY1100","Cơ – Nhiệt (tuần 4,7,9,11,15)","3","PHY1100 4","45","PGS.TS.Nguyễn Kiên Cường","Chiều","4","8-9","103-G2","N1"
"PHY1100","Cơ – Nhiệt(tuần 4,7,9,11,15)","3","PHY1100 4","45","PGS.TS.Nguyễn Kiên Cường","Chiều","4","10-11","103-G2","N2"
"MAT1042","Giải tích 2","4","MAT1042 9","90","TS.Lã Đức Việt","Chiều","2","6-7","304-G2","CL"
"MAT1042","Giải tích 2","4","MAT1042 9","30","TS.Trần Thanh Hải","Chiều","5","6-7","307-GĐ2","N1"
"MAT1042","Giải tích 2","4","MAT1042 9","30","TS.Trần Thanh Hải","Chiều","5","9-10","302-GĐ2","N2"
"MAT1042","Giải tích 2","4","MAT1042 9","30","TS.Trần Thanh Hải","Chiều","4","6-7","303-GĐ2","N3"
"INT1050","Toán học rời rạc","4","INT1050 1","90","TS.Đỗ Đức Đông","Chiều","6","9-10","3-G3",""
"INT1050","Toán học rời rạc","4","INT1050 1","90","TS.Đỗ Đức Đông","Chiều","3","9-10","309-GĐ2",""
"PHI1005","Những nguyên lý cơ bản của chủ nghĩa  Mác – Lênin 2","3","PHI1005 9","90","PGS.TSPhạm Công Nhất","Chiều","6","6-8","3-G3",""
"ELT2035","Tín hiệu và hệ thống","3","ELT2035 1","90","TS.Nguyễn Hồng Thịnh","Sáng","3","2-4","303-G2",""
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","","","","","","","",""
"PES 1003","Lý luận GDTC & các môn TT cơ bản","1","","","","","","","",""
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 21","35","ĐHNN","Sáng","2","1-3","303-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 21","35","ĐHNN","Sáng","3","1-3","303-GĐ2","N1"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 22","35","ĐHNN","Sáng","2","1-3","304-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 22","35","ĐHNN","Sáng","3","1-3","304-GĐ2","N2"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 23","35","ĐHNN","Sáng","2","1-3","310-GĐ2","N3"
"FLF2102","Tiếng Anh cơ sở 2","5","FLF2102 23","35","ĐHNN","Sáng","3","1-3","310-GĐ2","N3"
"MAT1093","Đại số","4","MAT1093 4","90","  ThS.Dư Thành Hưng","Sáng","5","4-5","3-G3","CL"
"MAT1093","Đại số","4","MAT1093 4","30","  ThS.Nguyễn Thị Hồng","Sáng","4","4-5","303-GĐ2","N1"
"MAT1093","Đại số","4","MAT1093 4","30","  ThS.Nguyễn Thị Hồng","Sáng","4","1-2","304-GĐ2","N2"
"MAT1093","Đại số","4","MAT1093 4","30","  TS.Nguyễn Bích Vân","Chiều","3","9-10","306-GĐ2","N3"
"MAT1042","Giải tích 2","4","MAT1042 10","90","PGS.TS.Trần Thu Hà","Sáng","5","1-2","303-G2"," "
"MAT1042","Giải tích 2","4","MAT1042 10","30","ThS.Nguyễn Hồng Phong","Sáng","4","1-2","305-GĐ2","N1"
"MAT1042","Giải tích 2","4","MAT1042 10","30","ThS.Nguyễn Hồng Phong","Sáng","4","4-5","306-GĐ2","N2"
"MAT1042","Giải tích 2","4","MAT1042 10","30","ThS.Nguyễn Hồng Phong","Sáng","3","6-7","313-GĐ2","N3"
"INT1050","Toán học rời rạc","4","INT1050 2","90","TS.Đỗ Đức Đông","Sáng","2","4-5","309-GĐ2"," "
"INT1050","Toán học rời rạc","4","INT1050 2","90","TS.Đỗ Đức Đông","Sáng","6","4-5","103-G2"," "
"PHI1005","Những nguyên lý cơ bản của chủ nghĩa  Mác – Lênin 2","3","PHI1005 10","90","TS.Phạm Hoàng Giang","Chiều","4","8-10","308-GĐ2"," "
